date;diaAño;dia;mes;año;trimestre;añoMes;añoTrim;diaSemana;diaSemText;findes;temporada
2020-04-03;96;3;4;2020;2;2020_4;2020_2;5;viernes;visperaFinde;baja
2020-04-04;97;4;4;2020;2;2020_4;2020_2;6;sábado;Finde;baja
2020-04-05;98;5;4;2020;2;2020_4;2020_2;7;domingo;Finde;baja
2020-04-06;99;6;4;2020;2;2020_4;2020_2;1;lunes;entreSemana;baja
2020-04-07;100;7;4;2020;2;2020_4;2020_2;2;martes;entreSemana;baja
2020-04-08;101;8;4;2020;2;2020_4;2020_2;3;miércoles;entreSemana;alta
2020-04-09;102;9;4;2020;2;2020_4;2020_2;4;jueves;entreSemana;alta
2020-04-10;103;10;4;2020;2;2020_4;2020_2;5;viernes;visperaFinde;alta
2020-04-11;104;11;4;2020;2;2020_4;2020_2;6;sábado;Finde;alta
2020-04-12;105;12;4;2020;2;2020_4;2020_2;7;domingo;Finde;alta
2020-04-13;106;13;4;2020;2;2020_4;2020_2;1;lunes;entreSemana;baja
2020-04-14;107;14;4;2020;2;2020_4;2020_2;2;martes;entreSemana;baja
2020-04-15;108;15;4;2020;2;2020_4;2020_2;3;miércoles;entreSemana;baja
2020-04-16;109;16;4;2020;2;2020_4;2020_2;4;jueves;entreSemana;baja
2020-04-17;110;17;4;2020;2;2020_4;2020_2;5;viernes;visperaFinde;baja
2020-04-18;111;18;4;2020;2;2020_4;2020_2;6;sábado;Finde;baja
2020-04-19;112;19;4;2020;2;2020_4;2020_2;7;domingo;Finde;baja
2020-04-20;113;20;4;2020;2;2020_4;2020_2;1;lunes;entreSemana;baja
2020-04-21;114;21;4;2020;2;2020_4;2020_2;2;martes;entreSemana;baja
2020-04-22;115;22;4;2020;2;2020_4;2020_2;3;miércoles;entreSemana;baja
2020-04-23;116;23;4;2020;2;2020_4;2020_2;4;jueves;entreSemana;baja
2020-04-24;117;24;4;2020;2;2020_4;2020_2;5;viernes;visperaFinde;baja
2020-04-25;118;25;4;2020;2;2020_4;2020_2;6;sábado;Finde;baja
2020-04-26;119;26;4;2020;2;2020_4;2020_2;7;domingo;Finde;baja
2020-04-27;120;27;4;2020;2;2020_4;2020_2;1;lunes;entreSemana;baja
2020-04-28;121;28;4;2020;2;2020_4;2020_2;2;martes;entreSemana;baja
2020-04-29;122;29;4;2020;2;2020_4;2020_2;3;miércoles;entreSemana;baja
2020-04-30;123;30;4;2020;2;2020_4;2020_2;4;jueves;entreSemana;baja
2020-05-01;124;1;5;2020;2;2020_5;2020_2;5;viernes;visperaFinde;baja
2020-05-02;125;2;5;2020;2;2020_5;2020_2;6;sábado;Finde;baja
2020-05-03;126;3;5;2020;2;2020_5;2020_2;7;domingo;Finde;baja
2020-05-04;127;4;5;2020;2;2020_5;2020_2;1;lunes;entreSemana;baja
2020-05-05;128;5;5;2020;2;2020_5;2020_2;2;martes;entreSemana;baja
2020-05-06;129;6;5;2020;2;2020_5;2020_2;3;miércoles;entreSemana;baja
2020-05-07;130;7;5;2020;2;2020_5;2020_2;4;jueves;entreSemana;baja
2020-05-08;131;8;5;2020;2;2020_5;2020_2;5;viernes;visperaFinde;baja
2020-05-09;132;9;5;2020;2;2020_5;2020_2;6;sábado;Finde;baja
2020-05-10;133;10;5;2020;2;2020_5;2020_2;7;domingo;Finde;baja
2020-05-11;134;11;5;2020;2;2020_5;2020_2;1;lunes;entreSemana;baja
2020-05-12;135;12;5;2020;2;2020_5;2020_2;2;martes;entreSemana;baja
2020-05-13;136;13;5;2020;2;2020_5;2020_2;3;miércoles;entreSemana;baja
2020-05-14;137;14;5;2020;2;2020_5;2020_2;4;jueves;entreSemana;baja
2020-05-15;138;15;5;2020;2;2020_5;2020_2;5;viernes;visperaFinde;baja
2020-05-16;139;16;5;2020;2;2020_5;2020_2;6;sábado;Finde;baja
2020-05-17;140;17;5;2020;2;2020_5;2020_2;7;domingo;Finde;baja
2020-05-18;141;18;5;2020;2;2020_5;2020_2;1;lunes;entreSemana;baja
2020-05-19;142;19;5;2020;2;2020_5;2020_2;2;martes;entreSemana;baja
2020-05-20;143;20;5;2020;2;2020_5;2020_2;3;miércoles;entreSemana;baja
2020-05-21;144;21;5;2020;2;2020_5;2020_2;4;jueves;entreSemana;baja
2020-05-22;145;22;5;2020;2;2020_5;2020_2;5;viernes;visperaFinde;baja
2020-05-23;146;23;5;2020;2;2020_5;2020_2;6;sábado;Finde;baja
2020-05-24;147;24;5;2020;2;2020_5;2020_2;7;domingo;Finde;baja
2020-05-25;148;25;5;2020;2;2020_5;2020_2;1;lunes;entreSemana;baja
2020-05-26;149;26;5;2020;2;2020_5;2020_2;2;martes;entreSemana;baja
2020-05-27;150;27;5;2020;2;2020_5;2020_2;3;miércoles;entreSemana;baja
2020-05-28;151;28;5;2020;2;2020_5;2020_2;4;jueves;entreSemana;baja
2020-05-29;152;29;5;2020;2;2020_5;2020_2;5;viernes;visperaFinde;baja
2020-05-30;153;30;5;2020;2;2020_5;2020_2;6;sábado;Finde;baja
2020-05-31;154;31;5;2020;2;2020_5;2020_2;7;domingo;Finde;baja
2020-06-01;155;1;6;2020;2;2020_6;2020_2;1;lunes;entreSemana;baja
2020-06-02;156;2;6;2020;2;2020_6;2020_2;2;martes;entreSemana;baja
2020-06-03;157;3;6;2020;2;2020_6;2020_2;3;miércoles;entreSemana;baja
2020-06-04;158;4;6;2020;2;2020_6;2020_2;4;jueves;entreSemana;baja
2020-06-05;159;5;6;2020;2;2020_6;2020_2;5;viernes;visperaFinde;baja
2020-06-06;160;6;6;2020;2;2020_6;2020_2;6;sábado;Finde;baja
2020-06-07;161;7;6;2020;2;2020_6;2020_2;7;domingo;Finde;baja
2020-06-08;162;8;6;2020;2;2020_6;2020_2;1;lunes;entreSemana;baja
2020-06-09;163;9;6;2020;2;2020_6;2020_2;2;martes;entreSemana;baja
2020-06-10;164;10;6;2020;2;2020_6;2020_2;3;miércoles;entreSemana;baja
2020-06-11;165;11;6;2020;2;2020_6;2020_2;4;jueves;entreSemana;baja
2020-06-12;166;12;6;2020;2;2020_6;2020_2;5;viernes;visperaFinde;baja
2020-06-13;167;13;6;2020;2;2020_6;2020_2;6;sábado;Finde;baja
2020-06-14;168;14;6;2020;2;2020_6;2020_2;7;domingo;Finde;baja
2020-06-15;169;15;6;2020;2;2020_6;2020_2;1;lunes;entreSemana;baja
2020-06-16;170;16;6;2020;2;2020_6;2020_2;2;martes;entreSemana;baja
2020-06-17;171;17;6;2020;2;2020_6;2020_2;3;miércoles;entreSemana;baja
2020-06-18;172;18;6;2020;2;2020_6;2020_2;4;jueves;entreSemana;baja
2020-06-19;173;19;6;2020;2;2020_6;2020_2;5;viernes;visperaFinde;baja
2020-06-20;174;20;6;2020;2;2020_6;2020_2;6;sábado;Finde;baja
2020-06-21;175;21;6;2020;2;2020_6;2020_2;7;domingo;Finde;baja
2020-06-22;176;22;6;2020;2;2020_6;2020_2;1;lunes;entreSemana;baja
2020-06-23;177;23;6;2020;2;2020_6;2020_2;2;martes;entreSemana;baja
2020-06-24;178;24;6;2020;2;2020_6;2020_2;3;miércoles;entreSemana;baja
2020-06-25;179;25;6;2020;2;2020_6;2020_2;4;jueves;entreSemana;baja
2020-06-26;180;26;6;2020;2;2020_6;2020_2;5;viernes;visperaFinde;baja
2020-06-27;181;27;6;2020;2;2020_6;2020_2;6;sábado;Finde;baja
2020-06-28;182;28;6;2020;2;2020_6;2020_2;7;domingo;Finde;baja
2020-06-29;183;29;6;2020;2;2020_6;2020_2;1;lunes;entreSemana;baja
2020-06-30;184;30;6;2020;2;2020_6;2020_2;2;martes;entreSemana;baja
2020-07-01;185;1;7;2020;3;2020_7;2020_3;3;miércoles;entreSemana;alta
2020-07-02;186;2;7;2020;3;2020_7;2020_3;4;jueves;entreSemana;alta
2020-07-03;187;3;7;2020;3;2020_7;2020_3;5;viernes;visperaFinde;alta
2020-07-04;188;4;7;2020;3;2020_7;2020_3;6;sábado;Finde;alta
2020-07-05;189;5;7;2020;3;2020_7;2020_3;7;domingo;Finde;alta
2020-07-06;190;6;7;2020;3;2020_7;2020_3;1;lunes;entreSemana;alta
2020-07-07;191;7;7;2020;3;2020_7;2020_3;2;martes;entreSemana;alta
2020-07-08;192;8;7;2020;3;2020_7;2020_3;3;miércoles;entreSemana;alta
2020-07-09;193;9;7;2020;3;2020_7;2020_3;4;jueves;entreSemana;alta
2020-07-10;194;10;7;2020;3;2020_7;2020_3;5;viernes;visperaFinde;alta
2020-07-11;195;11;7;2020;3;2020_7;2020_3;6;sábado;Finde;alta
2020-07-12;196;12;7;2020;3;2020_7;2020_3;7;domingo;Finde;alta
2020-07-13;197;13;7;2020;3;2020_7;2020_3;1;lunes;entreSemana;alta
2020-07-14;198;14;7;2020;3;2020_7;2020_3;2;martes;entreSemana;alta
2020-07-15;199;15;7;2020;3;2020_7;2020_3;3;miércoles;entreSemana;alta
2020-07-16;200;16;7;2020;3;2020_7;2020_3;4;jueves;entreSemana;alta
2020-07-17;201;17;7;2020;3;2020_7;2020_3;5;viernes;visperaFinde;alta
2020-07-18;202;18;7;2020;3;2020_7;2020_3;6;sábado;Finde;alta
2020-07-19;203;19;7;2020;3;2020_7;2020_3;7;domingo;Finde;alta
2020-07-20;204;20;7;2020;3;2020_7;2020_3;1;lunes;entreSemana;alta
2020-07-21;205;21;7;2020;3;2020_7;2020_3;2;martes;entreSemana;alta
2020-07-22;206;22;7;2020;3;2020_7;2020_3;3;miércoles;entreSemana;alta
2020-07-23;207;23;7;2020;3;2020_7;2020_3;4;jueves;entreSemana;alta
2020-07-24;208;24;7;2020;3;2020_7;2020_3;5;viernes;visperaFinde;alta
2020-07-25;209;25;7;2020;3;2020_7;2020_3;6;sábado;Finde;alta
2020-07-26;210;26;7;2020;3;2020_7;2020_3;7;domingo;Finde;alta
2020-07-27;211;27;7;2020;3;2020_7;2020_3;1;lunes;entreSemana;alta
2020-07-28;212;28;7;2020;3;2020_7;2020_3;2;martes;entreSemana;alta
2020-07-29;213;29;7;2020;3;2020_7;2020_3;3;miércoles;entreSemana;alta
2020-07-30;214;30;7;2020;3;2020_7;2020_3;4;jueves;entreSemana;alta
2020-07-31;215;31;7;2020;3;2020_7;2020_3;5;viernes;visperaFinde;alta
2020-08-01;216;1;8;2020;3;2020_8;2020_3;6;sábado;Finde;alta
2020-08-02;217;2;8;2020;3;2020_8;2020_3;7;domingo;Finde;alta
2020-08-03;218;3;8;2020;3;2020_8;2020_3;1;lunes;entreSemana;alta
2020-08-04;219;4;8;2020;3;2020_8;2020_3;2;martes;entreSemana;alta
2020-08-05;220;5;8;2020;3;2020_8;2020_3;3;miércoles;entreSemana;alta
2020-08-06;221;6;8;2020;3;2020_8;2020_3;4;jueves;entreSemana;alta
2020-08-07;222;7;8;2020;3;2020_8;2020_3;5;viernes;visperaFinde;alta
2020-08-08;223;8;8;2020;3;2020_8;2020_3;6;sábado;Finde;alta
2020-08-09;224;9;8;2020;3;2020_8;2020_3;7;domingo;Finde;alta
2020-08-10;225;10;8;2020;3;2020_8;2020_3;1;lunes;entreSemana;alta
2020-08-11;226;11;8;2020;3;2020_8;2020_3;2;martes;entreSemana;alta
2020-08-12;227;12;8;2020;3;2020_8;2020_3;3;miércoles;entreSemana;alta
2020-08-13;228;13;8;2020;3;2020_8;2020_3;4;jueves;entreSemana;alta
2020-08-14;229;14;8;2020;3;2020_8;2020_3;5;viernes;visperaFinde;alta
2020-08-15;230;15;8;2020;3;2020_8;2020_3;6;sábado;Finde;alta
2020-08-16;231;16;8;2020;3;2020_8;2020_3;7;domingo;Finde;alta
2020-08-17;232;17;8;2020;3;2020_8;2020_3;1;lunes;entreSemana;alta
2020-08-18;233;18;8;2020;3;2020_8;2020_3;2;martes;entreSemana;alta
2020-08-19;234;19;8;2020;3;2020_8;2020_3;3;miércoles;entreSemana;alta
2020-08-20;235;20;8;2020;3;2020_8;2020_3;4;jueves;entreSemana;alta
2020-08-21;236;21;8;2020;3;2020_8;2020_3;5;viernes;visperaFinde;alta
2020-08-22;237;22;8;2020;3;2020_8;2020_3;6;sábado;Finde;alta
2020-08-23;238;23;8;2020;3;2020_8;2020_3;7;domingo;Finde;alta
2020-08-24;239;24;8;2020;3;2020_8;2020_3;1;lunes;entreSemana;alta
2020-08-25;240;25;8;2020;3;2020_8;2020_3;2;martes;entreSemana;alta
2020-08-26;241;26;8;2020;3;2020_8;2020_3;3;miércoles;entreSemana;alta
2020-08-27;242;27;8;2020;3;2020_8;2020_3;4;jueves;entreSemana;alta
2020-08-28;243;28;8;2020;3;2020_8;2020_3;5;viernes;visperaFinde;alta
2020-08-29;244;29;8;2020;3;2020_8;2020_3;6;sábado;Finde;alta
2020-08-30;245;30;8;2020;3;2020_8;2020_3;7;domingo;Finde;alta
2020-08-31;246;31;8;2020;3;2020_8;2020_3;1;lunes;entreSemana;alta
2020-09-01;247;1;9;2020;3;2020_9;2020_3;2;martes;entreSemana;alta
2020-09-02;248;2;9;2020;3;2020_9;2020_3;3;miércoles;entreSemana;alta
2020-09-03;249;3;9;2020;3;2020_9;2020_3;4;jueves;entreSemana;alta
2020-09-04;250;4;9;2020;3;2020_9;2020_3;5;viernes;visperaFinde;alta
2020-09-05;251;5;9;2020;3;2020_9;2020_3;6;sábado;Finde;alta
2020-09-06;252;6;9;2020;3;2020_9;2020_3;7;domingo;Finde;alta
2020-09-07;253;7;9;2020;3;2020_9;2020_3;1;lunes;entreSemana;baja
2020-09-08;254;8;9;2020;3;2020_9;2020_3;2;martes;entreSemana;baja
2020-09-09;255;9;9;2020;3;2020_9;2020_3;3;miércoles;entreSemana;baja
2020-09-10;256;10;9;2020;3;2020_9;2020_3;4;jueves;entreSemana;baja
2020-09-11;257;11;9;2020;3;2020_9;2020_3;5;viernes;visperaFinde;baja
2020-09-12;258;12;9;2020;3;2020_9;2020_3;6;sábado;Finde;baja
2020-09-13;259;13;9;2020;3;2020_9;2020_3;7;domingo;Finde;baja
2020-09-14;260;14;9;2020;3;2020_9;2020_3;1;lunes;entreSemana;baja
2020-09-15;261;15;9;2020;3;2020_9;2020_3;2;martes;entreSemana;baja
2020-09-16;262;16;9;2020;3;2020_9;2020_3;3;miércoles;entreSemana;baja
2020-09-17;263;17;9;2020;3;2020_9;2020_3;4;jueves;entreSemana;baja
2020-09-18;264;18;9;2020;3;2020_9;2020_3;5;viernes;visperaFinde;baja
2020-09-19;265;19;9;2020;3;2020_9;2020_3;6;sábado;Finde;baja
2020-09-20;266;20;9;2020;3;2020_9;2020_3;7;domingo;Finde;baja
2020-09-21;267;21;9;2020;3;2020_9;2020_3;1;lunes;entreSemana;baja
2020-09-22;268;22;9;2020;3;2020_9;2020_3;2;martes;entreSemana;baja
2020-09-23;269;23;9;2020;3;2020_9;2020_3;3;miércoles;entreSemana;baja
2020-09-24;270;24;9;2020;3;2020_9;2020_3;4;jueves;entreSemana;baja
2020-09-25;271;25;9;2020;3;2020_9;2020_3;5;viernes;visperaFinde;baja
2020-09-26;272;26;9;2020;3;2020_9;2020_3;6;sábado;Finde;baja
2020-09-27;273;27;9;2020;3;2020_9;2020_3;7;domingo;Finde;baja
2020-09-28;274;28;9;2020;3;2020_9;2020_3;1;lunes;entreSemana;baja
2020-09-29;275;29;9;2020;3;2020_9;2020_3;2;martes;entreSemana;baja
2020-09-30;276;30;9;2020;3;2020_9;2020_3;3;miércoles;entreSemana;baja
2020-10-01;277;1;10;2020;4;2020_10;2020_4;4;jueves;entreSemana;baja
2020-10-02;278;2;10;2020;4;2020_10;2020_4;5;viernes;visperaFinde;baja
2020-10-03;279;3;10;2020;4;2020_10;2020_4;6;sábado;Finde;baja
2020-10-04;280;4;10;2020;4;2020_10;2020_4;7;domingo;Finde;baja
2020-10-05;281;5;10;2020;4;2020_10;2020_4;1;lunes;entreSemana;baja
2020-10-06;282;6;10;2020;4;2020_10;2020_4;2;martes;entreSemana;baja
2020-10-07;283;7;10;2020;4;2020_10;2020_4;3;miércoles;entreSemana;baja
2020-10-08;284;8;10;2020;4;2020_10;2020_4;4;jueves;entreSemana;baja
2020-10-09;285;9;10;2020;4;2020_10;2020_4;5;viernes;visperaFinde;baja
2020-10-10;286;10;10;2020;4;2020_10;2020_4;6;sábado;Finde;baja
2020-10-11;287;11;10;2020;4;2020_10;2020_4;7;domingo;Finde;baja
2020-10-12;288;12;10;2020;4;2020_10;2020_4;1;lunes;entreSemana;baja
2020-10-13;289;13;10;2020;4;2020_10;2020_4;2;martes;entreSemana;baja
2020-10-14;290;14;10;2020;4;2020_10;2020_4;3;miércoles;entreSemana;baja
2020-10-15;291;15;10;2020;4;2020_10;2020_4;4;jueves;entreSemana;baja
2020-10-16;292;16;10;2020;4;2020_10;2020_4;5;viernes;visperaFinde;baja
2020-10-17;293;17;10;2020;4;2020_10;2020_4;6;sábado;Finde;baja
2020-10-18;294;18;10;2020;4;2020_10;2020_4;7;domingo;Finde;baja
2020-10-19;295;19;10;2020;4;2020_10;2020_4;1;lunes;entreSemana;baja
2020-10-20;296;20;10;2020;4;2020_10;2020_4;2;martes;entreSemana;baja
2020-10-21;297;21;10;2020;4;2020_10;2020_4;3;miércoles;entreSemana;baja
2020-10-22;298;22;10;2020;4;2020_10;2020_4;4;jueves;entreSemana;baja
2020-10-23;299;23;10;2020;4;2020_10;2020_4;5;viernes;visperaFinde;baja
2020-10-24;300;24;10;2020;4;2020_10;2020_4;6;sábado;Finde;baja
2020-10-25;301;25;10;2020;4;2020_10;2020_4;7;domingo;Finde;baja
2020-10-26;302;26;10;2020;4;2020_10;2020_4;1;lunes;entreSemana;baja
2020-10-27;303;27;10;2020;4;2020_10;2020_4;2;martes;entreSemana;baja
2020-10-28;304;28;10;2020;4;2020_10;2020_4;3;miércoles;entreSemana;baja
2020-10-29;305;29;10;2020;4;2020_10;2020_4;4;jueves;entreSemana;baja
2020-10-30;306;30;10;2020;4;2020_10;2020_4;5;viernes;visperaFinde;baja
2020-10-31;307;31;10;2020;4;2020_10;2020_4;6;sábado;Finde;baja
2020-11-01;308;1;11;2020;4;2020_11;2020_4;7;domingo;Finde;baja
2020-11-02;309;2;11;2020;4;2020_11;2020_4;1;lunes;entreSemana;baja
2020-11-03;310;3;11;2020;4;2020_11;2020_4;2;martes;entreSemana;baja
2020-11-04;311;4;11;2020;4;2020_11;2020_4;3;miércoles;entreSemana;baja
2020-11-05;312;5;11;2020;4;2020_11;2020_4;4;jueves;entreSemana;baja
2020-11-06;313;6;11;2020;4;2020_11;2020_4;5;viernes;visperaFinde;baja
2020-11-07;314;7;11;2020;4;2020_11;2020_4;6;sábado;Finde;baja
2020-11-08;315;8;11;2020;4;2020_11;2020_4;7;domingo;Finde;baja
2020-11-09;316;9;11;2020;4;2020_11;2020_4;1;lunes;entreSemana;baja
2020-11-10;317;10;11;2020;4;2020_11;2020_4;2;martes;entreSemana;baja
2020-11-11;318;11;11;2020;4;2020_11;2020_4;3;miércoles;entreSemana;baja
2020-11-12;319;12;11;2020;4;2020_11;2020_4;4;jueves;entreSemana;baja
2020-11-13;320;13;11;2020;4;2020_11;2020_4;5;viernes;visperaFinde;baja
2020-11-14;321;14;11;2020;4;2020_11;2020_4;6;sábado;Finde;baja
2020-11-15;322;15;11;2020;4;2020_11;2020_4;7;domingo;Finde;baja
2020-11-16;323;16;11;2020;4;2020_11;2020_4;1;lunes;entreSemana;baja
2020-11-17;324;17;11;2020;4;2020_11;2020_4;2;martes;entreSemana;baja
2020-11-18;325;18;11;2020;4;2020_11;2020_4;3;miércoles;entreSemana;baja
2020-11-19;326;19;11;2020;4;2020_11;2020_4;4;jueves;entreSemana;baja
2020-11-20;327;20;11;2020;4;2020_11;2020_4;5;viernes;visperaFinde;baja
2020-11-21;328;21;11;2020;4;2020_11;2020_4;6;sábado;Finde;baja
2020-11-22;329;22;11;2020;4;2020_11;2020_4;7;domingo;Finde;baja
2020-11-23;330;23;11;2020;4;2020_11;2020_4;1;lunes;entreSemana;baja
2020-11-24;331;24;11;2020;4;2020_11;2020_4;2;martes;entreSemana;baja
2020-11-25;332;25;11;2020;4;2020_11;2020_4;3;miércoles;entreSemana;baja
2020-11-26;333;26;11;2020;4;2020_11;2020_4;4;jueves;entreSemana;baja
2020-11-27;334;27;11;2020;4;2020_11;2020_4;5;viernes;visperaFinde;baja
2020-11-28;335;28;11;2020;4;2020_11;2020_4;6;sábado;Finde;baja
2020-11-29;336;29;11;2020;4;2020_11;2020_4;7;domingo;Finde;baja
2020-11-30;337;30;11;2020;4;2020_11;2020_4;1;lunes;entreSemana;baja
2020-12-01;338;1;12;2020;4;2020_12;2020_4;2;martes;entreSemana;baja
2020-12-02;339;2;12;2020;4;2020_12;2020_4;3;miércoles;entreSemana;baja
2020-12-03;340;3;12;2020;4;2020_12;2020_4;4;jueves;entreSemana;baja
2020-12-04;341;4;12;2020;4;2020_12;2020_4;5;viernes;visperaFinde;baja
2020-12-05;342;5;12;2020;4;2020_12;2020_4;6;sábado;Finde;alta
2020-12-06;343;6;12;2020;4;2020_12;2020_4;7;domingo;Finde;alta
2020-12-07;344;7;12;2020;4;2020_12;2020_4;1;lunes;entreSemana;alta
2020-12-08;345;8;12;2020;4;2020_12;2020_4;2;martes;entreSemana;alta
2020-12-09;346;9;12;2020;4;2020_12;2020_4;3;miércoles;entreSemana;baja
2020-12-10;347;10;12;2020;4;2020_12;2020_4;4;jueves;entreSemana;baja
2020-12-11;348;11;12;2020;4;2020_12;2020_4;5;viernes;visperaFinde;baja
2020-12-12;349;12;12;2020;4;2020_12;2020_4;6;sábado;Finde;baja
2020-12-13;350;13;12;2020;4;2020_12;2020_4;7;domingo;Finde;baja
2020-12-14;351;14;12;2020;4;2020_12;2020_4;1;lunes;entreSemana;baja
2020-12-15;352;15;12;2020;4;2020_12;2020_4;2;martes;entreSemana;baja
2020-12-16;353;16;12;2020;4;2020_12;2020_4;3;miércoles;entreSemana;baja
2020-12-17;354;17;12;2020;4;2020_12;2020_4;4;jueves;entreSemana;baja
2020-12-18;355;18;12;2020;4;2020_12;2020_4;5;viernes;visperaFinde;baja
2020-12-19;356;19;12;2020;4;2020_12;2020_4;6;sábado;Finde;baja
2020-12-20;357;20;12;2020;4;2020_12;2020_4;7;domingo;Finde;baja
2020-12-21;358;21;12;2020;4;2020_12;2020_4;1;lunes;entreSemana;baja
2020-12-22;359;22;12;2020;4;2020_12;2020_4;2;martes;entreSemana;baja
2020-12-23;360;23;12;2020;4;2020_12;2020_4;3;miércoles;entreSemana;baja
2020-12-24;361;24;12;2020;4;2020_12;2020_4;4;jueves;entreSemana;alta
2020-12-25;362;25;12;2020;4;2020_12;2020_4;5;viernes;visperaFinde;alta
2020-12-26;363;26;12;2020;4;2020_12;2020_4;6;sábado;Finde;alta
2020-12-27;364;27;12;2020;4;2020_12;2020_4;7;domingo;Finde;alta
2020-12-28;365;28;12;2020;4;2020_12;2020_4;1;lunes;entreSemana;alta
2020-12-29;366;29;12;2020;4;2020_12;2020_4;2;martes;entreSemana;alta
2020-12-30;367;30;12;2020;4;2020_12;2020_4;3;miércoles;entreSemana;alta
2020-12-31;368;31;12;2020;4;2020_12;2020_4;4;jueves;entreSemana;alta
